0,7.24375,336,518.4,712,0,0.236190476,0.411285714,0.638095238
1,7.7,360,548.8,864,0.008,0.295238095,0.433714286,0.603809524
2,7.646875,224,543.4,912,0.022,0.184761905,0.425190476,0.666666667
3,8.225,272,583.4,1016,0.01,0.196190476,0.458714286,0.731428571
4,7.63125,328,542,856,0.017,0.257142857,0.434333333,0.662857143
5,8.953125,272,627.2,928,0.044,0.245714286,0.493761905,0.676190476
6,7.18125,296,517.4,864,0.02,0.257142857,0.443333333,0.666666667
7,6.7875,296,488.2,776,0.026,0.262857143,0.435285714,0.666666667
8,6.571875,224,474,840,0.036,0.238095238,0.43152381,0.683809524
9,6.778125,288,488.4,848,0.022,0.260952381,0.43352381,0.786666667
10,6.43125,264,467,768,0.014,0.180952381,0.393714286,0.624761905
11,6.184375,328,451.4,680,0.02,0.245714286,0.383952381,0.552380952
12,6.809375,264,492.4,888,0.012,0.165714286,0.371619048,0.579047619
13,7.35625,240,527,976,0.015,0.16952381,0.362047619,0.697142857
14,7.546875,272,543.8,1000,0.008,0.182857143,0.366904762,0.643809524
15,7.734375,328,548.6,816,0.017,0.201904762,0.375095238,0.6
16,8.165625,368,579.4,1056,0.019,0.222857143,0.386238095,0.697142857
17,7.365625,288,528.4,920,0.011,0.173333333,0.350857143,0.596190476
18,7.75625,336,556.6,872,0.006,0.224761905,0.354857143,0.502857143
19,7.49375,360,536.8,864,0.012,0.182857143,0.349904762,0.521904762
20,7.63125,248,544,904,0.017,0.179047619,0.365380952,0.588571429
21,7.834375,264,558.6,880,0.009,0.158095238,0.378619048,0.571428571
22,7.6375,336,543.2,792,0.029,0.207619048,0.390714286,0.666666667
23,7.3375,344,524.4,776,0.008,0.167619048,0.367095238,0.55047619
24,7.709375,328,549.6,760,0.015,0.188571429,0.384571429,0.542857143
25,7.953125,376,562.8,792,0.023,0.23047619,0.390952381,0.651428571
26,7.834375,264,556.4,784,0.007,0.173333333,0.377714286,0.558095238
27,7.996875,240,569.4,864,0.022,0.144761905,0.378952381,0.577142857
28,8.9625,344,629.2,1000,0.023,0.156190476,0.395047619,0.636190476
29,9.58125,272,662.4,1080,0.018,0.072380952,0.392238095,0.59047619
30,10.09375,392,692.8,1072,0.018,0.247619048,0.399380952,0.67047619
31,10.8,456,741.6,1392,0.014,0.217142857,0.403142857,0.714285714
32,9.11875,272,633,904,0.009,0.156190476,0.337761905,0.478095238
33,10.415625,360,716.6,1096,0.014,0.177142857,0.379428571,0.573333333
34,10.090625,296,694.2,1272,0.017,0.140952381,0.357142857,0.702857143
35,11.071875,376,763.8,1256,0.008,0.175238095,0.380904762,0.60952381
36,9.6125,272,663.8,984,0.001,0.137142857,0.332047619,0.497142857
37,9.93125,280,685,1240,0.004,0.116190476,0.342666667,0.580952381
38,10.88125,392,748.6,1152,0.009,0.228571429,0.37652381,0.556190476
39,10.709375,320,735.8,1152,0.014,0.139047619,0.363238095,0.554285714
40,9.659375,304,667.6,1144,0.005,0.16,0.34147619,0.567619048
41,9.978125,216,686.8,1200,0.006,0.104761905,0.345761905,0.554285714
42,10.75,416,734.2,1144,0.004,0.215238095,0.367,0.573333333
43,10.2375,400,711.4,1224,0.006,0.163809524,0.35647619,0.56
44,11.503125,400,791,1328,0.004,0.192380952,0.375428571,0.540952381
45,9.871875,272,683.6,1184,0.008,0.140952381,0.339619048,0.645714286
46,10.965625,400,747,1080,0.007,0.179047619,0.389047619,0.55047619
47,10.5375,264,726.2,1128,0.013,0.201904762,0.387190476,0.56952381
48,11.1625,296,758,1208,0.005,0.158095238,0.392095238,0.624761905
49,11.1875,432,764.8,1232,0.007,0.203809524,0.394571429,0.582857143
50,10.584375,360,730.2,1152,0.007,0.211428571,0.379,0.588571429
51,10.8875,448,747,1336,0.005,0.213333333,0.400142857,0.596190476
52,11.265625,464,776,1208,0.007,0.238095238,0.423333333,0.626666667
53,11.603125,424,796.2,1320,0.004,0.198095238,0.415571429,0.678095238
54,11.421875,416,779.4,1096,0.019,0.228571429,0.404285714,0.63047619
55,11.646875,344,794.4,1200,0.01,0.198095238,0.39847619,0.605714286
56,11.08125,408,758.8,1208,0.009,0.186666667,0.397809524,0.588571429
57,11.428125,464,781,1184,0.014,0.220952381,0.408285714,0.619047619
58,11.084375,424,758.2,1216,0.014,0.211428571,0.412285714,0.584761905
